Timestamp,Student_ID,Event_Name,Event_Type,Department,Rating,Feedback_Comment,Subject_Knowledge_Score,Concept_Clarity_Score,Use_of_PPT,Assignment_Difficulty_Level,Sentiment
13-11-2023 00:00,STU2188,Cloud Seminar,Seminar,Cs,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,1,Positive
30-07-2023 00:00,STU2189,Tech Fest 2023,Fest,Civil,1,"I hated the Tech Fest 2023, it was terrible and a complete waste of time today.",1,1,1,3,Negative
11-02-2023 00:00,STU2190,AI Workshop,Workshop,Cs,5,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,3,Positive
22-05-2023 00:00,STU2191,Tech Fest 2023,Fest,Civil,3,"The Tech Fest 2023 was decent, but it felt a little bit repetitive in some sections.",1,1,1,5,Neutral
06-12-2023 00:00,STU2192,Tech Fest 2023,Fest,It,3,"The Tech Fest 2023 was decent, but it felt a little bit repetitive in some sections.",1,3,1,3,Neutral
10-08-2023 00:00,STU2193,Hackathon,Hackathon,It,3,"The Hackathon was decent, but it felt a little bit repetitive in some sections.",1,2,1,5,Neutral
04-01-2023 00:00,STU2194,Hackathon,Hackathon,Mech,4,The Hackathon was an amazing and highly informative experience for all students.,5,4,1,3,Positive
16-07-2023 00:00,STU2195,Hackathon,Hackathon,Mech,5,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,4,Positive
03-10-2023 00:00,STU2196,AI Workshop,Workshop,Civil,5,The AI Workshop was an amazing and highly informative experience for all students.,4,4,1,1,Positive
02-10-2023 00:00,STU2197,Hackathon,Hackathon,Civil,5,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,1,Positive
21-07-2023 00:00,STU2198,Tech Fest 2023,Fest,Cs,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,5,1,4,Positive
02-04-2023 00:00,STU2199,Tech Fest 2023,Fest,It,3,"The Tech Fest 2023 was decent, but it felt a little bit repetitive in some sections.",2,3,1,1,Neutral
11-05-2023 00:00,STU2200,Hackathon,Hackathon,Civil,2,"I hated the Hackathon, it was terrible and a complete waste of time today.",1,3,1,5,Negative
21-04-2023 00:00,STU2201,Hackathon,Hackathon,It,3,"The Hackathon was decent, but it felt a little bit repetitive in some sections.",3,2,1,5,Neutral
28-07-2023 00:00,STU2202,Hackathon,Hackathon,Mech,5,The Hackathon was an amazing and highly informative experience for all students.,4,4,1,1,Positive
21-02-2023 00:00,STU2203,Tech Fest 2023,Fest,Civil,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,5,1,1,Positive
23-04-2023 00:00,STU2204,Hackathon,Hackathon,Civil,4,The Hackathon was an amazing and highly informative experience for all students.,5,5,1,5,Positive
02-10-2023 00:00,STU2205,Cloud Seminar,Seminar,Mech,3,"The Cloud Seminar was decent, but it felt a little bit repetitive in some sections.",2,2,1,2,Neutral
31-08-2023 00:00,STU2206,Cloud Seminar,Seminar,Cs,4,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,2,Positive
26-03-2023 00:00,STU2207,Cloud Seminar,Seminar,Civil,5,The Cloud Seminar was an amazing and highly informative experience for all students.,5,5,1,4,Positive
03-03-2023 00:00,STU2208,AI Workshop,Workshop,Mech,4,The AI Workshop was an amazing and highly informative experience for all students.,4,5,1,4,Positive
20-04-2023 00:00,STU2209,Cloud Seminar,Seminar,It,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,3,Positive
16-04-2023 00:00,STU2210,Hackathon,Hackathon,It,5,The Hackathon was an amazing and highly informative experience for all students.,4,4,1,2,Positive
21-01-2023 00:00,STU2211,AI Workshop,Workshop,Cs,3,"The AI Workshop was decent, but it felt a little bit repetitive in some sections.",1,1,1,5,Neutral
04-02-2023 00:00,STU2212,Cloud Seminar,Seminar,It,1,"I hated the Cloud Seminar, it was terrible and a complete waste of time today.",3,2,1,3,Negative
05-11-2023 00:00,STU2213,Cloud Seminar,Seminar,Civil,1,"I hated the Cloud Seminar, it was terrible and a complete waste of time today.",3,2,1,2,Negative
03-08-2023 00:00,STU2214,Tech Fest 2023,Fest,Civil,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,4,1,4,Positive
03-05-2023 00:00,STU2215,AI Workshop,Workshop,It,4,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,2,Positive
13-12-2023 00:00,STU2216,AI Workshop,Workshop,Cs,4,The AI Workshop was an amazing and highly informative experience for all students.,4,4,1,4,Positive
10-04-2023 00:00,STU2217,Hackathon,Hackathon,Mech,5,The Hackathon was an amazing and highly informative experience for all students.,5,5,1,4,Positive
16-10-2023 00:00,STU2218,AI Workshop,Workshop,It,5,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,1,Positive
23-06-2023 00:00,STU2219,Tech Fest 2023,Fest,Cs,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,5,1,5,Positive
10-08-2023 00:00,STU2220,Cloud Seminar,Seminar,Civil,3,"The Cloud Seminar was decent, but it felt a little bit repetitive in some sections.",3,1,1,5,Neutral
23-05-2023 00:00,STU2221,Cloud Seminar,Seminar,Civil,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,3,Positive
10-12-2023 00:00,STU2222,Cloud Seminar,Seminar,Cs,3,"The Cloud Seminar was decent, but it felt a little bit repetitive in some sections.",3,3,1,4,Neutral
27-06-2023 00:00,STU2223,Cloud Seminar,Seminar,Civil,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,4,Positive
21-12-2023 00:00,STU2224,Cloud Seminar,Seminar,Cs,5,The Cloud Seminar was an amazing and highly informative experience for all students.,5,5,1,1,Positive
02-02-2023 00:00,STU2225,AI Workshop,Workshop,Mech,3,"The AI Workshop was decent, but it felt a little bit repetitive in some sections.",2,3,1,5,Neutral
01-10-2023 00:00,STU2226,Cloud Seminar,Seminar,Cs,4,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,3,Positive
22-01-2023 00:00,STU2227,AI Workshop,Workshop,Cs,5,The AI Workshop was an amazing and highly informative experience for all students.,4,4,1,1,Positive
18-04-2023 00:00,STU2228,Hackathon,Hackathon,Mech,5,The Hackathon was an amazing and highly informative experience for all students.,5,5,1,1,Positive
13-06-2023 00:00,STU2229,Cloud Seminar,Seminar,Cs,3,"The Cloud Seminar was decent, but it felt a little bit repetitive in some sections.",2,3,1,2,Neutral
27-09-2023 00:00,STU2230,Tech Fest 2023,Fest,Civil,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,5,1,2,Positive
23-11-2023 00:00,STU2231,Tech Fest 2023,Fest,Civil,3,"The Tech Fest 2023 was decent, but it felt a little bit repetitive in some sections.",1,2,1,2,Neutral
19-09-2023 00:00,STU2232,AI Workshop,Workshop,Civil,4,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,4,Positive
22-07-2023 00:00,STU2233,AI Workshop,Workshop,Mech,4,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,2,Positive
19-02-2023 00:00,STU2234,AI Workshop,Workshop,It,4,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,4,Positive
06-10-2023 00:00,STU2235,AI Workshop,Workshop,Mech,4,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,5,Positive
11-10-2023 00:00,STU2236,AI Workshop,Workshop,It,4,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,4,Positive
11-09-2023 00:00,STU2237,Cloud Seminar,Seminar,Mech,4,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,1,Positive
19-05-2023 00:00,STU2238,Hackathon,Hackathon,Civil,5,The Hackathon was an amazing and highly informative experience for all students.,4,4,1,5,Positive
16-01-2023 00:00,STU2239,Cloud Seminar,Seminar,It,3,"The Cloud Seminar was decent, but it felt a little bit repetitive in some sections.",2,2,1,1,Neutral
22-09-2023 00:00,STU2240,AI Workshop,Workshop,Cs,5,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,4,Positive
28-09-2023 00:00,STU2241,AI Workshop,Workshop,Cs,5,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,3,Positive
11-07-2023 00:00,STU2242,Cloud Seminar,Seminar,Cs,4,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,4,Positive
17-01-2023 00:00,STU2243,AI Workshop,Workshop,It,5,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,1,Positive
08-08-2023 00:00,STU2244,Cloud Seminar,Seminar,Mech,3,"The Cloud Seminar was decent, but it felt a little bit repetitive in some sections.",3,3,1,3,Neutral
22-11-2023 00:00,STU2245,AI Workshop,Workshop,Cs,4,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,1,Positive
13-03-2023 00:00,STU2246,Tech Fest 2023,Fest,Cs,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,5,1,1,Positive
19-01-2023 00:00,STU2247,AI Workshop,Workshop,It,5,The AI Workshop was an amazing and highly informative experience for all students.,4,5,1,5,Positive
24-12-2023 00:00,STU2248,AI Workshop,Workshop,Cs,3,"The AI Workshop was decent, but it felt a little bit repetitive in some sections.",2,2,1,2,Neutral
14-09-2023 00:00,STU2249,Cloud Seminar,Seminar,Mech,4,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,5,Positive
22-09-2023 00:00,STU2250,Cloud Seminar,Seminar,Civil,5,The Cloud Seminar was an amazing and highly informative experience for all students.,5,5,1,1,Positive
20-11-2023 00:00,STU2251,Cloud Seminar,Seminar,Mech,2,"I hated the Cloud Seminar, it was terrible and a complete waste of time today.",1,3,1,1,Negative
06-05-2023 00:00,STU2252,AI Workshop,Workshop,Mech,5,The AI Workshop was an amazing and highly informative experience for all students.,4,5,1,5,Positive
21-01-2023 00:00,STU2253,Hackathon,Hackathon,Cs,5,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,5,Positive
23-07-2023 00:00,STU2254,Tech Fest 2023,Fest,Mech,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,4,1,3,Positive
11-11-2023 00:00,STU2255,AI Workshop,Workshop,It,3,"The AI Workshop was decent, but it felt a little bit repetitive in some sections.",1,2,1,4,Neutral
04-12-2023 00:00,STU2256,Hackathon,Hackathon,It,5,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,2,Positive
07-11-2023 00:00,STU2257,AI Workshop,Workshop,It,5,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,4,Positive
04-10-2023 00:00,STU2258,Hackathon,Hackathon,Cs,3,"The Hackathon was decent, but it felt a little bit repetitive in some sections.",2,2,1,3,Neutral
18-06-2023 00:00,STU2259,AI Workshop,Workshop,Civil,2,"I hated the AI Workshop, it was terrible and a complete waste of time today.",2,2,1,2,Negative
03-07-2023 00:00,STU2260,Cloud Seminar,Seminar,Civil,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,4,Positive
25-10-2023 00:00,STU2261,Cloud Seminar,Seminar,Cs,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,1,Positive
10-03-2023 00:00,STU2262,AI Workshop,Workshop,Mech,5,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,3,Positive
15-12-2023 00:00,STU2263,AI Workshop,Workshop,Civil,4,The AI Workshop was an amazing and highly informative experience for all students.,4,4,1,1,Positive
22-05-2023 00:00,STU2264,Tech Fest 2023,Fest,Civil,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,5,1,3,Positive
08-11-2023 00:00,STU2265,AI Workshop,Workshop,It,4,The AI Workshop was an amazing and highly informative experience for all students.,4,5,1,1,Positive
05-04-2023 00:00,STU2266,AI Workshop,Workshop,Civil,4,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,4,Positive
29-04-2023 00:00,STU2267,Hackathon,Hackathon,It,4,The Hackathon was an amazing and highly informative experience for all students.,5,5,1,5,Positive
06-03-2023 00:00,STU2268,Cloud Seminar,Seminar,Cs,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,3,Positive
10-11-2023 00:00,STU2269,Hackathon,Hackathon,Civil,5,The Hackathon was an amazing and highly informative experience for all students.,5,4,1,2,Positive
04-09-2023 00:00,STU2270,Tech Fest 2023,Fest,Mech,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,5,1,2,Positive
05-09-2023 00:00,STU2271,Cloud Seminar,Seminar,Mech,5,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,4,Positive
15-12-2023 00:00,STU2272,AI Workshop,Workshop,It,4,The AI Workshop was an amazing and highly informative experience for all students.,4,5,1,5,Positive
17-07-2023 00:00,STU2273,Hackathon,Hackathon,Cs,5,The Hackathon was an amazing and highly informative experience for all students.,5,5,1,4,Positive
05-06-2023 00:00,STU2274,Cloud Seminar,Seminar,Civil,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,2,Positive
06-11-2023 00:00,STU2275,Cloud Seminar,Seminar,Cs,2,"I hated the Cloud Seminar, it was terrible and a complete waste of time today.",1,1,1,1,Negative
18-01-2023 00:00,STU2276,Tech Fest 2023,Fest,Civil,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,4,1,3,Positive
26-06-2023 00:00,STU2277,Hackathon,Hackathon,Mech,4,The Hackathon was an amazing and highly informative experience for all students.,5,4,1,2,Positive
25-05-2023 00:00,STU2278,AI Workshop,Workshop,Cs,5,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,1,Positive
18-01-2023 00:00,STU2279,Cloud Seminar,Seminar,Cs,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,5,Positive
13-02-2023 00:00,STU2280,Tech Fest 2023,Fest,Mech,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,5,1,1,Positive
03-06-2023 00:00,STU2281,Hackathon,Hackathon,Mech,5,The Hackathon was an amazing and highly informative experience for all students.,5,4,1,5,Positive
07-05-2023 00:00,STU2282,Tech Fest 2023,Fest,Civil,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,4,1,3,Positive
30-08-2023 00:00,STU2283,AI Workshop,Workshop,Civil,4,The AI Workshop was an amazing and highly informative experience for all students.,4,4,1,2,Positive
01-07-2023 00:00,STU2284,AI Workshop,Workshop,It,2,"I hated the AI Workshop, it was terrible and a complete waste of time today.",2,3,1,2,Negative
24-09-2023 00:00,STU2285,AI Workshop,Workshop,Civil,3,"The AI Workshop was decent, but it felt a little bit repetitive in some sections.",3,3,1,4,Neutral
14-11-2023 00:00,STU2286,Cloud Seminar,Seminar,It,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,5,Positive
19-06-2023 00:00,STU2287,Cloud Seminar,Seminar,Civil,5,The Cloud Seminar was an amazing and highly informative experience for all students.,5,5,1,5,Positive
03-03-2023 00:00,STU2288,Cloud Seminar,Seminar,Civil,5,The Cloud Seminar was an amazing and highly informative experience for all students.,5,5,1,3,Positive
30-09-2023 00:00,STU2289,Cloud Seminar,Seminar,Mech,4,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,4,Positive
28-01-2023 00:00,STU2290,Tech Fest 2023,Fest,Civil,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,4,1,1,Positive
29-03-2023 00:00,STU2291,Cloud Seminar,Seminar,Cs,5,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,5,Positive
17-04-2023 00:00,STU2292,AI Workshop,Workshop,Cs,4,The AI Workshop was an amazing and highly informative experience for all students.,4,4,1,2,Positive
19-07-2023 00:00,STU2293,AI Workshop,Workshop,Cs,4,The AI Workshop was an amazing and highly informative experience for all students.,4,4,1,2,Positive
15-06-2023 00:00,STU2294,Cloud Seminar,Seminar,It,4,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,4,Positive
18-12-2023 00:00,STU2295,Tech Fest 2023,Fest,Mech,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,5,1,3,Positive
17-06-2023 00:00,STU2296,Tech Fest 2023,Fest,Mech,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,5,1,1,Positive
04-06-2023 00:00,STU2297,Hackathon,Hackathon,It,4,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,1,Positive
24-10-2023 00:00,STU2298,Cloud Seminar,Seminar,Cs,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,5,Positive
03-02-2023 00:00,STU2299,Cloud Seminar,Seminar,Mech,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,2,Positive
29-08-2023 00:00,STU2300,Hackathon,Hackathon,Mech,3,"The Hackathon was decent, but it felt a little bit repetitive in some sections.",1,1,1,1,Neutral
23-09-2023 00:00,STU2301,Cloud Seminar,Seminar,It,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,4,Positive
02-10-2023 00:00,STU2302,AI Workshop,Workshop,Mech,5,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,2,Positive
13-11-2023 00:00,STU2303,AI Workshop,Workshop,Cs,5,The AI Workshop was an amazing and highly informative experience for all students.,4,4,1,1,Positive
12-05-2023 00:00,STU2304,Hackathon,Hackathon,Mech,4,The Hackathon was an amazing and highly informative experience for all students.,4,4,1,4,Positive
24-12-2023 00:00,STU2305,Tech Fest 2023,Fest,Mech,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,5,1,3,Positive
11-02-2023 00:00,STU2306,Hackathon,Hackathon,Civil,4,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,3,Positive
19-02-2023 00:00,STU2307,Tech Fest 2023,Fest,Civil,1,"I hated the Tech Fest 2023, it was terrible and a complete waste of time today.",3,3,1,3,Negative
01-01-2023 00:00,STU2308,Cloud Seminar,Seminar,Mech,3,"The Cloud Seminar was decent, but it felt a little bit repetitive in some sections.",3,1,1,3,Neutral
07-07-2023 00:00,STU2309,Tech Fest 2023,Fest,Civil,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,5,1,1,Positive
22-06-2023 00:00,STU2310,Hackathon,Hackathon,Mech,1,"I hated the Hackathon, it was terrible and a complete waste of time today.",2,1,1,4,Negative
13-11-2023 00:00,STU2311,AI Workshop,Workshop,Civil,5,The AI Workshop was an amazing and highly informative experience for all students.,4,5,1,5,Positive
01-06-2023 00:00,STU2312,Cloud Seminar,Seminar,Cs,4,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,5,Positive
26-08-2023 00:00,STU2313,Hackathon,Hackathon,Cs,5,The Hackathon was an amazing and highly informative experience for all students.,4,4,1,5,Positive
12-11-2023 00:00,STU2314,Cloud Seminar,Seminar,Civil,4,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,1,Positive
23-07-2023 00:00,STU2315,AI Workshop,Workshop,Cs,4,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,2,Positive
13-08-2023 00:00,STU2316,Tech Fest 2023,Fest,Cs,2,"I hated the Tech Fest 2023, it was terrible and a complete waste of time today.",1,2,1,3,Negative
06-12-2023 00:00,STU2317,AI Workshop,Workshop,Civil,5,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,2,Positive
22-02-2023 00:00,STU2318,Hackathon,Hackathon,Civil,2,"I hated the Hackathon, it was terrible and a complete waste of time today.",1,1,1,5,Negative
08-06-2023 00:00,STU2319,AI Workshop,Workshop,Mech,2,"I hated the AI Workshop, it was terrible and a complete waste of time today.",3,3,1,3,Negative
25-09-2023 00:00,STU2320,AI Workshop,Workshop,Cs,5,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,2,Positive
03-02-2023 00:00,STU2321,Tech Fest 2023,Fest,It,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,4,1,5,Positive
12-04-2023 00:00,STU2322,AI Workshop,Workshop,Civil,1,"I hated the AI Workshop, it was terrible and a complete waste of time today.",3,3,1,5,Negative
08-04-2023 00:00,STU2323,Tech Fest 2023,Fest,It,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,4,1,3,Positive
18-08-2023 00:00,STU2324,Cloud Seminar,Seminar,Cs,5,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,4,Positive
13-11-2023 00:00,STU2325,Hackathon,Hackathon,Cs,5,The Hackathon was an amazing and highly informative experience for all students.,5,5,1,3,Positive
11-07-2023 00:00,STU2326,Tech Fest 2023,Fest,Cs,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,5,1,4,Positive
27-02-2023 00:00,STU2327,Tech Fest 2023,Fest,Cs,3,"The Tech Fest 2023 was decent, but it felt a little bit repetitive in some sections.",2,2,1,1,Neutral
04-10-2023 00:00,STU2328,AI Workshop,Workshop,Cs,5,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,4,Positive
26-12-2023 00:00,STU2329,Hackathon,Hackathon,It,2,"I hated the Hackathon, it was terrible and a complete waste of time today.",2,2,1,3,Negative
07-09-2023 00:00,STU2330,AI Workshop,Workshop,It,4,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,2,Positive
16-07-2023 00:00,STU2331,Tech Fest 2023,Fest,Cs,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,5,1,4,Positive
09-11-2023 00:00,STU2332,AI Workshop,Workshop,Mech,5,The AI Workshop was an amazing and highly informative experience for all students.,4,4,1,4,Positive
17-06-2023 00:00,STU2333,Hackathon,Hackathon,Mech,5,The Hackathon was an amazing and highly informative experience for all students.,5,4,1,2,Positive
12-09-2023 00:00,STU2334,Tech Fest 2023,Fest,Civil,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,5,1,1,Positive
11-03-2023 00:00,STU2335,Hackathon,Hackathon,It,5,The Hackathon was an amazing and highly informative experience for all students.,4,4,1,4,Positive
22-10-2023 00:00,STU2336,AI Workshop,Workshop,Cs,4,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,5,Positive
08-01-2023 00:00,STU2337,AI Workshop,Workshop,It,5,The AI Workshop was an amazing and highly informative experience for all students.,4,4,1,4,Positive
03-09-2023 00:00,STU2338,Hackathon,Hackathon,Cs,5,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,5,Positive
24-11-2023 00:00,STU2339,Tech Fest 2023,Fest,Mech,1,"I hated the Tech Fest 2023, it was terrible and a complete waste of time today.",3,2,1,3,Negative
22-11-2023 00:00,STU2340,AI Workshop,Workshop,It,5,The AI Workshop was an amazing and highly informative experience for all students.,4,5,1,5,Positive
03-06-2023 00:00,STU2341,Tech Fest 2023,Fest,Civil,2,"I hated the Tech Fest 2023, it was terrible and a complete waste of time today.",2,1,1,1,Negative
08-12-2023 00:00,STU2342,Hackathon,Hackathon,Cs,1,"I hated the Hackathon, it was terrible and a complete waste of time today.",2,3,1,2,Negative
21-12-2023 00:00,STU2343,AI Workshop,Workshop,Civil,1,"I hated the AI Workshop, it was terrible and a complete waste of time today.",3,1,1,2,Negative
23-09-2023 00:00,STU2344,Cloud Seminar,Seminar,Cs,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,3,Positive
05-06-2023 00:00,STU2345,Tech Fest 2023,Fest,Civil,3,"The Tech Fest 2023 was decent, but it felt a little bit repetitive in some sections.",1,1,1,4,Neutral
26-12-2023 00:00,STU2346,Cloud Seminar,Seminar,Civil,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,4,Positive
29-11-2023 00:00,STU2347,Tech Fest 2023,Fest,Civil,2,"I hated the Tech Fest 2023, it was terrible and a complete waste of time today.",1,1,1,1,Negative
17-08-2023 00:00,STU2348,Cloud Seminar,Seminar,It,4,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,3,Positive
11-01-2023 00:00,STU2349,Hackathon,Hackathon,Civil,4,The Hackathon was an amazing and highly informative experience for all students.,4,4,1,3,Positive
06-11-2023 00:00,STU2350,AI Workshop,Workshop,Mech,1,"I hated the AI Workshop, it was terrible and a complete waste of time today.",3,2,1,4,Negative
13-04-2023 00:00,STU2351,Hackathon,Hackathon,It,4,The Hackathon was an amazing and highly informative experience for all students.,4,4,1,2,Positive
24-03-2023 00:00,STU2352,AI Workshop,Workshop,Cs,3,"The AI Workshop was decent, but it felt a little bit repetitive in some sections.",2,2,1,4,Neutral
24-10-2023 00:00,STU2353,Cloud Seminar,Seminar,Civil,4,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,2,Positive
06-08-2023 00:00,STU2354,Cloud Seminar,Seminar,Mech,5,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,3,Positive
26-09-2023 00:00,STU2355,Cloud Seminar,Seminar,Mech,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,4,Positive
09-07-2023 00:00,STU2356,AI Workshop,Workshop,Cs,5,The AI Workshop was an amazing and highly informative experience for all students.,4,5,1,5,Positive
30-08-2023 00:00,STU2357,Tech Fest 2023,Fest,It,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,4,1,1,Positive
12-09-2023 00:00,STU2358,Hackathon,Hackathon,Civil,4,The Hackathon was an amazing and highly informative experience for all students.,4,4,1,5,Positive
27-10-2023 00:00,STU2359,Tech Fest 2023,Fest,Civil,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,4,1,3,Positive
09-09-2023 00:00,STU2360,AI Workshop,Workshop,It,5,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,5,Positive
16-07-2023 00:00,STU2361,Tech Fest 2023,Fest,Cs,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,5,1,2,Positive
09-04-2023 00:00,STU2362,AI Workshop,Workshop,Civil,4,The AI Workshop was an amazing and highly informative experience for all students.,4,5,1,4,Positive
13-08-2023 00:00,STU2363,Hackathon,Hackathon,Mech,5,The Hackathon was an amazing and highly informative experience for all students.,4,4,1,1,Positive
13-11-2023 00:00,STU2364,Hackathon,Hackathon,It,4,The Hackathon was an amazing and highly informative experience for all students.,5,5,1,2,Positive
12-03-2023 00:00,STU2365,AI Workshop,Workshop,Civil,5,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,1,Positive
15-03-2023 00:00,STU2366,Cloud Seminar,Seminar,Mech,4,The Cloud Seminar was an amazing and highly informative experience for all students.,5,5,1,2,Positive
20-11-2023 00:00,STU2367,Cloud Seminar,Seminar,Mech,4,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,5,Positive
16-05-2023 00:00,STU2368,Cloud Seminar,Seminar,Cs,5,The Cloud Seminar was an amazing and highly informative experience for all students.,5,5,1,3,Positive
01-01-2023 00:00,STU2369,AI Workshop,Workshop,Mech,4,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,3,Positive
28-07-2023 00:00,STU2370,AI Workshop,Workshop,It,1,"I hated the AI Workshop, it was terrible and a complete waste of time today.",2,3,1,1,Negative
17-08-2023 00:00,STU2371,Tech Fest 2023,Fest,Mech,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,4,1,2,Positive
19-03-2023 00:00,STU2372,Hackathon,Hackathon,Civil,5,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,4,Positive
17-02-2023 00:00,STU2373,Tech Fest 2023,Fest,Mech,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,4,1,3,Positive
02-11-2023 00:00,STU2374,AI Workshop,Workshop,Cs,4,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,1,Positive
19-08-2023 00:00,STU2375,Cloud Seminar,Seminar,Cs,4,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,3,Positive
04-08-2023 00:00,STU2376,Hackathon,Hackathon,It,4,The Hackathon was an amazing and highly informative experience for all students.,5,4,1,4,Positive
11-11-2023 00:00,STU2377,Cloud Seminar,Seminar,It,5,The Cloud Seminar was an amazing and highly informative experience for all students.,5,5,1,4,Positive
